"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"arta","https://www.baldininkai.org/gamintojas/arta/","ARTA","A. Burgailos įmonė „Arta“","144333114","Kairiai/Šiauliai","J. Basanavičiaus g. 129C","LT-76129","Kaunas ir šiaurės Lietuva","https://arta.lt/","+37061730770","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Biuro ir komerciniai baldai","https://arta.lt/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/arta_a_burgailos_imone/","2026-07-28"
"tomer-s","https://www.baldininkai.org/gamintojas/tomer-s/","Tomer's","Tomers, baldų meistrai","100013055819","Gruzdžiai, Šiauliai d.","","","Kaunas ir šiaurės Lietuva","https://www.tomers.lt/en","","public_contact_url","Kiti nestandartiniai baldai","https://www.tomers.lt/en | https://www.tomers.lt/en/about-us","2026-07-28"
"ergosta","https://www.baldininkai.org/gamintojas/ergosta/","Ergosta","UAB Ergosta","304033050","Sutkūnai, Šiauliai d.","Sutkūnų g. 7, Sutkūnų k., Šiaulių r.","","Kaunas ir šiaurės Lietuva","https://ergosta.lt/","+370 616 75372","public_phone_and_contact_url","Biuro ir komerciniai baldai","https://ergosta.lt/ | https://www.statyba.lt/imones/Ergosta-UAB/2378691 | https://rekvizitai.vz.lt/en/company/ergosta/","2026-07-28"
"todrus","https://www.baldininkai.org/gamintojas/todrus/","Todrus","MB Todrus","306217768","Šiauliai","Jaugirdo g. 6, Kairiai, Šiaulių r.","LT-80115","Kaunas ir šiaurės Lietuva","https://rekvizitai.vz.lt/en/company/todrus/","+370 648 95957","public_phone_and_contact_url","Medžio darbai ir medžio masyvo baldai","https://rekvizitai.vz.lt/en/company/todrus/ | https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","2026-07-28"
"stonkai","https://www.baldininkai.org/gamintojas/stonkai/","Stonkai","UAB Stonkai","303167178","Šiauliai","Televizorių g. 4-5, Šiauliai","LT-78137","Kaunas ir šiaurės Lietuva","https://rekvizitai.vz.lt/en/company/stonkai/","+370 687 83945","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai | HoReCa ir prekybos baldai | Medžio darbai ir medžio masyvo baldai","https://rekvizitai.vz.lt/en/company/stonkai/","2026-07-28"
"baldu-profai","https://www.baldininkai.org/gamintojas/baldu-profai/","Baldų profai","UAB Delvisa","304773403","Vileikiai, Šiauliai d.","Vileikių k. 9, Vileikių k., Šiaulių r.","","Kaunas ir šiaurės Lietuva","https://www.facebook.com/balduprofai/","+370 684 77062","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai","https://www.facebook.com/balduprofai/ | https://balduprofai.lt/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/delvisa/","2026-07-28"
"solo-baldai","https://www.baldininkai.org/gamintojas/solo-baldai/","SOLO baldai","UAB SOLO baldai","301539861","Šiauliai","Švendrelio g. 19, Dainų k., Šiaulių r.","LT-77210","Kaunas ir šiaurės Lietuva","http://solobaldai.lt/","+370 610 62893","public_phone_and_contact_url","Kiti nestandartiniai baldai","http://solobaldai.lt/ | https://paslaugos24.lt/teikejas/1965 | https://rekvizitai.vz.lt/en/company/ii_solo_baldai/","2026-07-28"
"venta","https://www.baldininkai.org/gamintojas/venta/","VENTA","UAB Venta LT","302249074","Šiauliai","J. Basanavičiaus g. 69, Šiauliai","","Kaunas ir šiaurės Lietuva","http://www.venta.lt/","+370 615 42206","public_phone_and_contact_url","Kiti nestandartiniai baldai","http://www.venta.lt/ | https://rekvizitai.vz.lt/en/company/venta_lt/","2026-07-28"
"raibaldera","https://www.baldininkai.org/gamintojas/raibaldera/","Raibaldera","UAB Raibaldera","306210179","Šiauliai","Energetikų g. 1B-14, Šiauliai","LT-79238","Kaunas ir šiaurės Lietuva","https://rekvizitai.vz.lt/en/company/raibaldera/","+370 602 83624","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://rekvizitai.vz.lt/en/company/raibaldera/ | https://paslaugos.lt/baldu-gamyba/siauliuose","2026-07-28"
"ag-baldai","https://www.baldininkai.org/gamintojas/ag-baldai/","AG Baldai","UAB AG Baldai","301736549","Degaičiai, Telšiai d.","Degaičių g. 14D, Degaičių k., Telšių r.","","Kaunas ir šiaurės Lietuva","https://www.agbaldai.lt/","+370 612 95338","public_phone_and_contact_url","Spintos ir įmontuojami baldai | Biuro ir komerciniai baldai","https://www.agbaldai.lt/ | https://scoris.lt/imone/301736549 | https://rekvizitai.vz.lt/en/company/uab_ag_baldai/","2026-07-28"
"tvirtas-baldas","https://www.baldininkai.org/gamintojas/tvirtas-baldas/","Tvirtas baldas","UAB Tvirtas baldas","305282439","Telšiai","Pirties g. 1, Buožėnų k., Telšių r.","LT-88437","Kaunas ir šiaurės Lietuva","https://www.1551.lt/tvirtas-baldas-uab-nestandartiniai-baldai-pagal-uzsakymus-baldu-projektavimas-baldu-gamyba-telsiai-visa-lietuva-253455/","+370 694 95888","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.1551.lt/tvirtas-baldas-uab-nestandartiniai-baldai-pagal-uzsakymus-baldu-projektavimas-baldu-gamyba-telsiai-visa-lietuva-253455/ | https://scoris.lt/imone/305282439 | https://rekvizitai.vz.lt/en/company/tvirtas_baldas/","2026-07-28"
"aurimo-baldai","https://www.baldininkai.org/gamintojas/aurimo-baldai/","Aurimo baldai","","2413959","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.info.lt/imones/Aurimo-baldai/2413959 | https://aurimobaldai.lt/","2026-07-28"
"zemaituko-dirbtuves","https://www.baldininkai.org/gamintojas/zemaituko-dirbtuves/","Žemaituko dirbtuvės","MB Žemaituko dirbtuvės","304500493","Nevarėnai, Telšiai d.","Žalioji g. 2, Nevarėnai, Telšių r.","","Kaunas ir šiaurės Lietuva","https://scoris.lt/imone/304500493","+370 626 21137","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://scoris.lt/imone/304500493 | https://rekvizitai.vz.lt/en/company/zemaituko_dirbtuves/","2026-07-28"
"meistrine","https://www.baldininkai.org/gamintojas/meistrine/","Meistrinė","UAB Meistrinė","305193022","Telšiai","Šiaulių pl. 18, Telšiai","","Kaunas ir šiaurės Lietuva","http://www.meistrine.lt/","+370 694 91444","public_phone_and_contact_url","Kiti nestandartiniai baldai","http://www.meistrine.lt/ | https://www.info.lt/imones/Meistrin%C4%97-UAB/2422131 | https://rekvizitai.vz.lt/en/company/meistrine/","2026-07-28"
"urtnojus","https://www.baldininkai.org/gamintojas/urtnojus/","Urtnojus","UAB Urtnojus","302940679","Telšiai","Sedos g. 34A, Telšiai","","Kaunas ir šiaurės Lietuva","https://rekvizitai.vz.lt/en/company/urtnojus/","+370 689 08640","public_phone_and_contact_url","Medžio darbai ir medžio masyvo baldai","https://rekvizitai.vz.lt/en/company/urtnojus/ | https://www.info.lt/rubrika/Durys/100225955/Tel%C5%A1iai","2026-07-28"
"skaidma","https://www.baldininkai.org/gamintojas/skaidma/","Skaidma","UAB Skaidma","300630023","Mažeikiai","Naftininkų g. 16-2, Mažeikiai","LT-89121","Kaunas ir šiaurės Lietuva","http://www.skaidma.lt/baldai.html","+370 618 74894","public_phone_and_contact_url","Virtuvės baldai","http://www.skaidma.lt/baldai.html | https://rekvizitai.vz.lt/en/company/ii_skaidma/","2026-07-28"
"ambient-boutique","https://www.baldininkai.org/gamintojas/ambient-boutique/","Ambient Boutique","UAB Ambientus","304871566","Mažeikiai production","Žirgo g. 3a-29a, Vilnius","LT-10221","Kaunas ir šiaurės Lietuva","https://ambientboutique.lt/","+370 687 34507","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai","https://ambientboutique.lt/ | https://tax.lt/imones/114060-ambientus-uab | https://rekvizitai.vz.lt/en/company/ambientus/","2026-07-28"
"taumona","https://www.baldininkai.org/gamintojas/taumona/","Taumona","UAB Taumona","167206670","Mažeikiai","Ventos g. 8E, Mažeikiai","LT-89103","Kaunas ir šiaurės Lietuva","https://www.taumona.com/en/","+370 665 54600","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.taumona.com/en/ | https://rekvizitai.vz.lt/en/company/taumona/","2026-07-28"
"lyra-group-softnord-scandic","https://www.baldininkai.org/gamintojas/lyra-group-softnord-scandic/","Lyra Group / Softnord / Scandic","UAB Lyra group","166635955","Mažeikiai","Montuotojų g. 9, Mažeikiai","","Kaunas ir šiaurės Lietuva","https://lyragroup.eu/about-us/","+370 443 68050","public_phone_and_contact_url","Minkšti baldai pagal užsakymą","https://lyragroup.eu/about-us/ | https://lyragroup.eu/about-us | https://rekvizitai.vz.lt/en/company/lyra_group/","2026-07-28"
"barva-furniture","https://www.baldininkai.org/gamintojas/barva-furniture/","Barva Furniture","MB Barva projects","306948851","Mažeikiai","Sodų g. 1-66, Mažeikiai","LT-89138","Kaunas ir šiaurės Lietuva","https://barvafurniture.lt/en/home/","+370 613 83318","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://barvafurniture.lt/en/home/ | https://rekvizitai.vz.lt/en/company/barva_projects/","2026-07-28"
"tiko-baldai","https://www.baldininkai.org/gamintojas/tiko-baldai/","Tiko baldai","UAB Tiko baldai","300002495","Tauragė d.","Geležinio Vilko g. 4, Tauragės Dvaro k., Tauragės r.","","Kaunas ir šiaurės Lietuva","","+370 446 44123","public_phone","Kiti nestandartiniai baldai","https://rekvizitai.vz.lt/en/company/kristalga/","2026-07-28"
"alantas","https://www.baldininkai.org/gamintojas/alantas/","Alantas","UAB Alantas","179466996","Tauragė","Paberžių g. 11, Tauragė","LT-72328","Kaunas ir šiaurės Lietuva","https://www.1551.lt/alantas-uab-92066/","+370 446 72888","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai | HoReCa ir prekybos baldai","https://www.1551.lt/alantas-uab-92066/ | https://scoris.lt/imone/179466996 | https://rekvizitai.vz.lt/en/company/alantas/","2026-07-28"
"linkrusta","https://www.baldininkai.org/gamintojas/linkrusta/","Linkrusta","UAB Linkrusta","302587275","Raseiniai","Beržų g. 8, Raseiniai","","Kaunas ir šiaurės Lietuva","https://www.linkrusta.lt/","+370 607 66009","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai | Minkšti baldai pagal užsakymą","https://www.linkrusta.lt/ | https://www.1551.lt/linkrusta-uab-nestandartiniu-baldu-projektavimas-gamyba-prekyba-raseiniai-taurage-kaunas-klaipeda-silale-visa-lietuva-elektronine-parduotuve-https-www-linkrusta-lt-208060/ | https://rekvizitai.vz.lt/en/company/linkrusta/","2026-07-28"
"agmena","https://www.baldininkai.org/gamintojas/agmena/","Agmena","UAB Agmena","156716241","Čičinai, Jonava d.","Čičinai, Jonavos r.","LT-55243","Kaunas ir šiaurės Lietuva","https://www.agmena.lt/","+370 349 62091","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.agmena.lt/ | http://www.baldai.com/imoniu-katalogas/uab-agmena | https://rekvizitai.vz.lt/en/company/agmena/","2026-07-28"
"wbk","https://www.baldininkai.org/gamintojas/wbk/","WBK","UAB WBK","304079044","Jonava","Jonalaukio g. 25, Jonava","LT-55198","Kaunas ir šiaurės Lietuva","https://rekvizitai.vz.lt/en/company/wilbergs/","+370 699 81620","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai","https://rekvizitai.vz.lt/en/company/wilbergs/ | https://rekvizitai.vz.lt/miesto-imones/jonava/Jonalaukio+g./","2026-07-28"
"alrasina","https://www.baldininkai.org/gamintojas/alrasina/","Alrasina","UAB Alrasina","263740820","Kopūstai/Kretingalė, Klaipėda r.","Klaipėdos g. 7, Kretingalė, Klaipėdos r.","LT-96332","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.alrasina.lt/","+370 682 55404","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai | Medžio darbai ir medžio masyvo baldai","https://www.alrasina.lt/ | https://rekvizitai.vz.lt/en/company/alrasina/","2026-07-28"
"a-residens","https://www.baldininkai.org/gamintojas/a-residens/","A Residens","UAB A residens","305839169","Dovilai, Klaipėda r.","Lašupio g. 9, Dovilai, Klaipėdos r.","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.aresidens.com/en","+370 648 73074","public_phone_and_contact_url","Virtuvės baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.aresidens.com/en | https://rekvizitai.vz.lt/en/company/boliodesign_lt/","2026-07-28"
"azuolo-gama","https://www.baldininkai.org/gamintojas/azuolo-gama/","Ąžuolo gama","MB Ąžuolo gama","306023756","Klaipėda","Budelkiemio g. 10-28, Klaipėda","LT-95250","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://azuologama.lt/","+370 650 66824","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai","https://azuologama.lt/ | https://rekvizitai.vz.lt/en/company/azuolo_gama/","2026-07-28"
"kaiva","https://www.baldininkai.org/gamintojas/kaiva/","Kaiva","UAB Kaiva","140455398","Klaipėda","Mainų g. 19, Klaipėda","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.kaiva.lt/","+370 46 343281","public_phone_and_contact_url","Medžio darbai ir medžio masyvo baldai","https://www.kaiva.lt/ | https://www.1551.lt/kaiva-uab-24621/ | https://rekvizitai.vz.lt/en/company/kaiva/","2026-07-28"
"estuba","https://www.baldininkai.org/gamintojas/estuba/","Estuba","UAB Estubos baldai","305464737","Klaipėda","Mainų g. 15, Klaipėda","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.estuba.lt/","+370 611 35222","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.estuba.lt/ | https://www.estuba.lt/about-us | https://rekvizitai.vz.lt/en/company/estubos_baldai/","2026-07-28"
"baldlita","https://www.baldininkai.org/gamintojas/baldlita/","Baldlita","UAB Baldlita LT","302862180","Klaipėda / western LT","V. Krėvės pr. 99B-22, Kaunas","LT-50371","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.baldlita.lt/","+370 686 69075","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai","https://www.baldlita.lt/ | https://rekvizitai.vz.lt/en/company/baldlita/","2026-07-28"
"mbi","https://www.baldininkai.org/gamintojas/mbi/","MBI","UAB Minkštų baldų idėja","302649200","Trušeliai, Klaipėda r.","Gilijos g. 71, Trušelių k., Klaipėdos r.","LT-92337","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+370 670 93222","public_phone","Minkšti baldai pagal užsakymą","https://www.1551.lt/mbi-minkstu-baldu-ideja-uab-nestandartiniu-minkstu-baldu-gamyba-klaipeda-klaipedos-rajonas-215565/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/minkstu_baldu_ideja/","2026-07-28"
"getanas","https://www.baldininkai.org/gamintojas/getanas/","Getanas","UAB Getanas","305645488","Klaipėda","Tilžės g. 22-5, Klaipėda","LT-91126","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+370 656 64554","public_phone","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.info.lt/imones/Getanas-UAB/2441655 | https://rekvizitai.vz.lt/en/company/getanas/","2026-07-28"
"stilingi-baldai","https://www.baldininkai.org/gamintojas/stilingi-baldai/","Stilingi baldai","UAB Stilingi baldai","305393560","Dovilai, Klaipėda r.","Lašupio g. 11, Dovilai, Klaipėdos r.","LT-96225","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+370 676 43102","public_phone","Minkšti baldai pagal užsakymą","https://www.info.lt/imones/Stilingi-baldai-UAB/2427817 | https://rekvizitai.vz.lt/en/company/stilingi_baldai/","2026-07-28"
"exus-furniture","https://www.baldininkai.org/gamintojas/exus-furniture/","Exus Furniture","MB Exus furniture","307162723","Klaipėda","Tiltų g. 19, Klaipėda","LT-91249","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+370 601 25785","public_phone","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai","https://www.info.lt/imones/Exus-furniture-MB/2513706 | https://rekvizitai.vz.lt/en/company/exus_furniture/","2026-07-28"
"deluxe-baldai","https://www.baldininkai.org/gamintojas/deluxe-baldai/","Deluxe Baldai","UAB Deluxe baldai","302631227","Klaipėda","Baltijos pr. 10A, Klaipėda","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+370 699 26858","public_phone","Miegamojo ir vonios baldai | HoReCa ir prekybos baldai | Minkšti baldai pagal užsakymą","http://www.baldai.com/imoniu-katalogas/deluxe-baldai | https://rekvizitai.vz.lt/en/company/deluxe_baldai/","2026-07-28"
"aruno-baldai","https://www.baldininkai.org/gamintojas/aruno-baldai/","Arūno baldai","MB Arūno baldai Kretingoje","304984884","Rubuliai, Kretinga r.","Mišučių g. 1, Rubulių k., Kretingos r.","LT-97356","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.arunobaldaikretingoje.lt/en/","+370 620 60725","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.arunobaldaikretingoje.lt/en/ | https://www.1551.lt/aruno-baldai-kretingoje-mb-nestandartiniai-korpusiniai-baldai-kretinga-klaipeda-vakaru-lietuva-278211/ | https://rekvizitai.vz.lt/en/company/aruno_baldai_kretingoje/","2026-07-28"
"r2-baldai","https://www.baldininkai.org/gamintojas/r2-baldai/","R2 Baldai","UAB R2 baldai","302711253","Palanga","Žemaičių Alkos g. 10, Palanga","LT-00318","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://r2baldai.lt/","+370 678 80089","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://r2baldai.lt/ | https://rekvizitai.vz.lt/en/company/r2_baldai/","2026-07-28"
"virtuvinis-lt","https://www.baldininkai.org/gamintojas/virtuvinis-lt/","Virtuvinis.lt","UAB Alkena","300526626","Priekulė/Klaipėda r.","Vingio g. 3, Priekulė, Klaipėdos r.","LT-96340","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.virtuvinis.lt/","+370 687 34818","public_phone_and_contact_url","Virtuvės baldai","https://www.virtuvinis.lt/ | https://rekvizitai.vz.lt/en/company/alkena/","2026-07-28"
"medeinus","https://www.baldininkai.org/gamintojas/medeinus/","Medeinus","UAB Medeinus","303226630","Klaipėda","Debreceno g. 58C-55, Klaipėda","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","https://www.medeinus.lt/baldu-gamyba-klaipedoje","+370 606 86080","public_phone_and_contact_url","Virtuvės baldai | Spintos ir įmontuojami baldai | Miegamojo ir vonios baldai | Biuro ir komerciniai baldai","https://www.medeinus.lt/baldu-gamyba-klaipedoje | https://rekvizitai.vz.lt/en/company/medeinus/","2026-07-28"
